Ground_truth Keywords,Extracted Keywords,Precision,Recall,F1-score,n_gt_keywords,n_extraced_leywordsP@5,R@5,F@5,P@10,R@10,F@10,P@15,R@15,F@15,NDCG,MAP
"['business school management science course', 'management science', 'profession']","['management science', 'Russell Ackoff', 'school management', 'business school', 'MBA programs', 'science tools', 'science profession', 'poor teaching', 'general management', 'Poor student', 'management program', 'traditional model', 'teaching outcomes', 'decision makers', 'management problems', 'management', 'mathematical preparation', 'acceptable justification', 'poorly prepared', 'narrow subset', 'rarely encounter', 'straightforward application', 'professional introversion', 'student mathematical', 'encounter problems', 'science', 'MBA', 'profession', 'Poor', 'problems', 'business', 'school', 'LRB', 'RRB', 'Ackoff', 'decline', 'algorithms']",0.05405405405405406,0.6666666666666666,0.1,3,37,0.0,0.0,0.0,0.1,0.3333333333333333,0.15384615384615383,0.06666666666666667,0.3333333333333333,0.1111111111111111,0.3138614011750444,0.07766714082503556
"['quantitative computed tomography imaging', 'foreign metal bodies', 'statistical image reconstruction', 'iterative algorithm', 'alternating minimization', 'noise', 'scatter', 'polyenergetic spectra', 'clinical possibility', 'deterministic iterative deblurring', 'filtered backprojection']","['computed tomography', 'image reconstruction', 'metal artifacts', 'X-ray computed', 'reconstruction X-ray', 'FBP streaking', 'alternating minimization', 'severe artifacts', 'streaking artifacts', 'artifacts including', 'objects exhibit', 'scattered radiation', 'conventional filtered', 'filtered backprojection', 'signal acquisition', 'clinical possibility', 'foreign objects', 'statistical image', 'polyenergetic spectrum', 'deterministic iterative', 'iterative deblurring', 'attenuation map', 'tomography imaging', 'detector response', 'quantitative computed', 'detector model', 'metal object', 'patients bearing', 'intracavitary applicators', 'exhibit severe', 'systematically evaluated', 'computer simulations', 'dominant view', 'physical process', 'significantly mitigated', 'substantially reduces', 'reduces detector-model']",0.08108108108108109,0.2727272727272727,0.125,11,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4377017126701976,0.20056144572273604
"['tumor biology', 'anatomical information', 'automatic registration method', 'head', 'neck', 'nonrigid motions', 'automatic ridged body transformations', 'standard image fusion methods', 'radiotherapy treatment mask', 'bed positions', 'transmission scan', 'registration technique', 'patients', 'full circle consistency test', 'errors', 'scanner bed', 'image enhancements']","['Matching PET', 'PET scan', 'transmission scan', 'PET voxels', 'anatomical information', 'validation technique', 'validation Positron', 'PET', 'Positron emission', 'emission scans', 'LRB', 'RRB', 'automatic validation', 'neck area', 'registration technique', 'registration method', 'consistency test', 'automatic registration', 'emission tomography', 'important information', 'circle consistency', 'image enhancements', 'detailed anatomical', 'fusion methods', 'proposed method', 'method makes', 'standard image', 'image fusion', 'bed positions', 'voxel size', 'automatic ridged', 'information-based algorithm', 'represented algorithm', 'scanner bed', 'single position', 'tumor biology', 'nonrigid motions']",0.21621621621621623,0.47058823529411764,0.29629629629629634,17,37,0.6,0.17647058823529413,0.2727272727272727,0.4,0.23529411764705882,0.29629629629629634,0.26666666666666666,0.23529411764705882,0.25,0.7737174050552807,0.4432113886397774
"['fair market value', 'economic principles']","['dust jacket', 'economic principles', 'fair market', 'basic economic', 'fifty-six titles', 'qualitatively examined', 'factors influencing', 'LRB', 'RRB', 'edition', 'condition', 'factors', 'books', 'dust', 'jacket', 'autograph', 'principles', 'explained', 'hypothesis', 'influencing', 'fair', 'market', 'hypothesized', 'influence', 'identified', 'linked', 'basic', 'economic', 'sample', 'fifty-six', 'titles', 'qualitatively', 'examined', 'test']",0.029411764705882353,0.5,0.05555555555555555,2,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23912006939360078,0.04372294372294372
"['inhibition', 'learning', 'emotional choice systems', 'emotion']","['level deliberation', 'biology-based model', 'examine time-inconsistent', 'time-inconsistent preferences', 'biological substrate', 'alternative options', 'major function', 'motive force', 'higher level', 'systems assign', 'emotional choice', 'choice systems', 'emotional systems', 'Emotion', 'self-control', 'choice', 'shown', 'goods', 'problem', 'emotional', 'systems', 'inhibition', 'motivation', 'deliberation', 'biology-based', 'model', 'examine', 'time-inconsistent', 'preferences', 'biological', 'substrate', 'assign', 'environment', 'facilitate', 'learning', 'expectations', 'alternative']",0.05405405405405406,0.5,0.0975609756097561,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.25,0.10526315789473685,0.40086870032407207,0.09682860998650472
"['multirings', 'hypercubes']","['data blocks', 'large data', 'smaller data', 'serial transmission', 'conflictless realization', 'arbitrary permutation', 'high efficiency', 'data items', 'data', 'blocks', 'Nonlockability', 'large', 'smaller', 'considered', 'demonstrated', 'serial', 'transmission', 'method', 'conflictless', 'realization', 'arbitrary', 'permutation', 'items', 'divided', 'high', 'efficiency', 'multirings', 'hypercubes']",0.07142857142857142,1.0,0.13333333333333333,2,28,0.4,1.0,0.5714285714285715,0.2,1.0,0.33333333333333337,0.13333333333333333,1.0,0.23529411764705882,1.0,1.0
"['stable polynomials', 'linear discrete systems', 'geometry', 'multidimensional stability domain']","['linear discrete', 'discrete systems', 'Kharitonov theorem', 'auxiliary planes', 'coordinate axes', 'discrete variant', 'stable polynomials', 'multidimensional stability', 'stability domain', 'discrete', 'linear', 'planes', 'Counterexamples', 'systems', 'Kharitonov', 'coordinate', 'studied', 'axes', 'set', 'stable', 'polynomials', 'geometry', 'multidimensional', 'stability', 'domain', 'configuration', 'determined', 'parameters', 'intersection', 'auxiliary', 'variant', 'theorem']",0.0625,0.5,0.1111111111111111,4,32,0.2,0.25,0.22222222222222224,0.1,0.25,0.14285714285714288,0.06666666666666667,0.25,0.10526315789473685,0.3923824298552358,0.09591144149967679
"['stochastic systems', 'random jump', 'phase trajectory', 'asymptotic probabilistic stability']","['random jumps', 'probabilistic stability', 'Stochastic systems', 'general Markov', 'Markov process', 'exponential stability', 'experience random', 'suffers random', 'mean-square stability', 'phase trajectory', 'asymptotic probabilistic', 'perturbed motion', 'random-structure linear', 'applied approach', 'respective deterministic', 'phase vector', 'mean-square exponential', 'system suffers', 'linear systems', 'deterministic systems', 'stability', 'random', 'systems', 'jumps', 'studied', 'Stochastic', 'probabilistic', 'motion', 'phase', 'mean-square', 'Markov', 'jump', 'trajectory', 'encountered', 'mass', 'perturbed', 'parameters']",0.02702702702702703,0.25,0.04878048780487805,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30043704390749304,0.08392857142857144
"['computational processes', 'scalable resources', 'dynamic characteristics', 'communication medium', 'software applications', 'vector criterion', 'computational clusters', 'metacomputational media', 'dynamic control', 'static scaling']","['computational processes', 'computational clusters', 'dynamic characteristics', 'scalable resources', 'basic set', 'strategies-a set', 'obtained dynamic', 'dynamic control', 'software applications', 'vector criterion', 'static scaling', 'prior change', 'communication medium', 'put forward', 'optimal strategies-a', 'metacomputational media', 'real time', 'computational', 'processes', 'resources', 'basis', 'characteristics', 'set', 'method', 'dynamic', 'Optimization', 'applications', 'criterion', 'scaling', 'scalable', 'scalableness', 'possibility', 'prior', 'change', 'obtained', 'basic', 'processors']",0.2702702702702703,1.0,0.4255319148936171,10,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4453363820305754,0.1819359972036148
"['fuzzy linear regression', 'information technology', 'it', 'computers', 'telecommunication', 'electronic devices', 'computer science', 'information systems', 'regression function']","['Fuzzy set', 'set theory', 'information technology', 'fuzzy linear', 'computer equipment', 'Turkey Fuzzy', 'linear regression', 'independent variables', 'information systems', 'computer science', 'theory deals', 'human thought', 'vague knowledge', 'electronic devices', 'variables assumed', 'sale levels', 'import level', 'regression function', 'major contribution', 'representing vague', 'reliable data', 'includes matters', 'matters concerned', 'LRB', 'RRB', 'fuzzy', 'information', 'set', 'technology', 'computer', 'theory', 'Turkey', 'linear', 'regression', 'equipment', 'independent', 'variables']",0.13513513513513514,0.5555555555555556,0.2173913043478261,9,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4213756133115406,0.15476698798818228
"['combustion processes', 'internal combustion engine', 'fuel consumption', 'exhaust toxicity', 'working processes', 'thermal engines', 'steam machines']","['low-temperature plasma', 'internal combustion', 'exhaust toxicity', 'single process', 'enhances power', 'reduces fuel', 'fuel consumption', 'combines working', 'steam machines', 'control combines', 'working processes', 'engines enhances', 'thermal engines', 'plasma control', 'combustion processes', 'combustion engine', 'low-temperature', 'combustion', 'internal', 'plasma', 'Control', 'processes', 'engines', 'toxicity', 'process', 'method', 'operation', 'enhances', 'power', 'reduces', 'fuel', 'consumption', 'exhaust', 'combines', 'working', 'thermal', 'steam']",0.16216216216216217,0.8571428571428571,0.27272727272727276,7,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.390361313209808,0.12660194224430904
"['ideal sliding mode', 'convex optimization', 'exact penalty functions']","['sliding mode', 'Ideal sliding', 'convex optimization', 'continuous convex-programming', 'convex-programming algorithms', 'algorithms based', 'exact penalty', 'penalty functions', 'infinite number', 'sliding', 'mode', 'Ideal', 'discussed', 'study', 'switchings', 'problems', 'convex', 'optimization', 'characteristics', 'continuous', 'convex-programming', 'algorithms', 'based', 'exact', 'penalty', 'functions', 'case', 'shown', 'occur', 'absence', 'infinite', 'number']",0.03125,0.3333333333333333,0.05714285714285714,3,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2814696519948787,0.06993464052287583
"['group processes', 'deindividuation', 'personal identifiability', 'group identity', 'geographically dispersed computer users', 'social identity theory', 'group polarization', 'group cohesion']","['personal identifiability', 'social identity', 'predictions based', 'computer-mediated groups', 'group identity', 'computer-mediated contexts', 'computer-mediated communication', 'asynchronous computer-mediated', 'natural computer-mediated', 'identifiable computer-mediated', 'identity perspective', 'identity theory', 'article reports', 'study undertaken', 'underlying computer-supported', 'important factors', 'geographically dispersed', 'dispersed computer', 'computer users', 'data provide', 'higher levels', 'social psychological', 'psychological processes', 'processes underlying', 'e-mail discussions', 'behavior cited', 'previous research', 'levels uninhibited', 'uninhibited behavior', 'group interaction', 'computer-supported group', 'group polarization', 'group cohesion', 'group processes', 'group discussion', 'group', 'computer-mediated']",0.13513513513513514,0.625,0.22222222222222224,8,37,0.2,0.125,0.15384615384615385,0.3,0.375,0.33333333333333326,0.2,0.375,0.26086956521739135,0.5342491409211227,0.23204340704340704
"['paperless office', 'pervasive clients', 'multiple servers']","['San Francisco', 'Pervasive computing', 'McKesson Corporation', 'healthcare supplier', 'paperless office', 'author spoke', 'spoke recently', 'technology company', 'LRB', 'computing applications', 'key managers', 'RRB', 'Hayward', 'Calif', 'computing', 'Corporation', 'San', 'Francisco', 'McKesson', 'Pervasive', 'pervasive clients', 'giving McKesson', 'chain applications', 'applications', 'managers', 'AvantGo', 'valuable products', 'work', 'interfacing', 'dream', 'supplier', 'billion', 'tracking systems', 'system greatly', 'mobile infrastructure', 'infrastructure software', 'mobility middleware']",0.05405405405405406,0.6666666666666666,0.1,3,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29478938502245006,0.06612565281295932
"['social impact', 'market opportunities', 'technological developments']","['Internet gambling', 'problem gambling', 'gambling Technology', 'Internet', 'market opportunities', 'accepted uncritically', 'empirical studies', 'gambling offline', 'gambling globally', 'limited research', 'fastest growing', 'speculations outlined', 'large-scale empirical', 'gambling practices', 'social impact', 'concern based', 'main social', 'doubly addictive', 'technological developments', 'potential concern', 'social concerns', 'growing areas', 'gambling', 'problem', 'article', 'research', 'social', 'potential', 'addictive', 'Technology', 'areas', 'opportunities', 'uncritically', 'offline', 'aims', 'globally', 'studies']",0.08108108108108109,1.0,0.15,3,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3037414476270699,0.08827404479578392
