Ground_truth Keywords,Extracted Keywords,Precision,Recall,F1-score,n_gt_keywords,n_extraced_leywordsP@5,R@5,F@5,P@10,R@10,F@10,P@15,R@15,F@15,NDCG,MAP
"['tumor biology', 'anatomical information', 'automatic registration method', 'head', 'neck', 'nonrigid motions', 'automatic ridged body transformations', 'standard image fusion methods', 'radiotherapy treatment mask', 'bed positions', 'transmission scan', 'registration technique', 'patients', 'full circle consistency test', 'errors', 'scanner bed', 'image enhancements']","['pet', 'ct scans', 'neck area', 'method', 'detailed anatomical information', 'reproducible positioning', 'matching pet', 'head', 'mutual information-based algorithm', 'transmission', 'patient', 'consistency', 'sub', 'images', 'important information', 'use', 'validation technique', 'registration technique', 'practical point', 'accurate', 'validation positron emission tomography', 'sufficient', 'follows', 'theoretical', 'development', 'ct data', 'view', 'problems', 'automatic ridged body transformations', 'average', 'scanner bed', 'difficulties', 'tumor biology', 'user-independent', 'radiotherapy treatment mask', 'attractive', 'conclusion', 'approach', 'protocol', 'nonrigid motions', 'quality', 'degrees', 'aim', 'goal', 'datasets', 'standard image fusion methods', 'present study', 'objective way', 'voxel size', 'errors', 'opportunity']",0.17647058823529413,0.5294117647058824,0.2647058823529412,17,51,0.0,0.0,0.0,0.1,0.058823529411764705,0.07407407407407408,0.06666666666666667,0.058823529411764705,0.0625,0.5141313290318152,0.21326665630719951
"['fair market value', 'economic principles']","['out-of-print books', 'fair market value', 'factors', 'edition', 'condition', 'dust jacket', 'sample', 'titles', 'basic economic principles', 'hypothesis']",0.1,0.5,0.16666666666666669,2,10,0.2,0.5,0.28571428571428575,0.1,0.5,0.16666666666666669,0.1,0.5,0.16666666666666669,0.5578858913022595,0.34090909090909094
"['inhibition', 'learning', 'emotional choice systems', 'emotion']","['emotion', 'self-control', 'motivation', 'problem', 'choice', 'inhibition', 'goods', 'expectations', 'alternative options', 'learning', 'value', 'biology-based model', 'necessary', 'biological substrate', 'environment', 'time-inconsistent preferences', 'result', 'higher level deliberation']",0.16666666666666666,0.75,0.27272727272727276,4,18,0.2,0.25,0.22222222222222224,0.3,0.75,0.4285714285714285,0.2,0.75,0.31578947368421056,0.7326068092722026,0.46096491228070174
"['multirings', 'hypercubes']","['data', 'hypercubes', 'multirings', 'serial transmission', 'conflictless realization', 'method', 'arbitrary permutation', 'large', 'nonlockability', 'smaller', 'high efficiency']",0.18181818181818182,1.0,0.3076923076923077,2,11,0.4,1.0,0.5714285714285715,0.2,1.0,0.33333333333333337,0.18181818181818182,1.0,0.3076923076923077,0.6934264036172708,0.5833333333333333
"['stable polynomials', 'linear discrete systems', 'geometry', 'multidimensional stability domain']","['linear discrete systems', 'coordinate axes', 'multidimensional stability domain', 'certain auxiliary planes', 'intersection', 'counterexamples', 'stable polynomials', 'geometry', 'parameters', 'discrete variant', 'configuration', 'set', 'kharitonov theorem']",0.3076923076923077,1.0,0.47058823529411764,4,13,0.4,0.5,0.4444444444444445,0.4,1.0,0.5714285714285715,0.3076923076923077,1.0,0.47058823529411764,0.8388479526892183,0.6488095238095238
"['stochastic systems', 'random jump', 'phase trajectory', 'asymptotic probabilistic stability']","['stability', 'stochastic systems', 'random jump', 'motions', 'phase trajectory', 'parameters', 'solid', 'structure', 'action', 'mass', 'general markov process', 'helpful', 'example', 'situation', 'approach', 'respective deterministic systems']",0.1875,0.75,0.3,4,16,0.6,0.75,0.6666666666666665,0.3,0.75,0.4285714285714285,0.2,0.75,0.31578947368421056,0.6861300346521824,0.5004901960784314
"['computational processes', 'scalable resources', 'dynamic characteristics', 'communication medium', 'software applications', 'vector criterion', 'computational clusters', 'metacomputational media', 'dynamic control', 'static scaling']","['computational processes', 'scalable resources', 'dynamics', 'method', 'basis', 'characteristics', 'optimization', 'computational clusters', 'effective use', 'programs', 'fulfillment', 'urgent', 'certain basic set', 'vector criterion', 'software applications', 'processors', 'versions', 'metacomputational media', 'communication medium', 'scalableness', 'real time', 'generation', 'effort', 'prior change', 'possibility', 'static scaling']",0.3076923076923077,0.8,0.4444444444444444,10,26,0.4,0.2,0.26666666666666666,0.3,0.3,0.3,0.3333333333333333,0.5,0.4,0.7798536050765668,0.47177800269905534
"['fuzzy linear regression', 'information technology', 'it', 'computers', 'telecommunication', 'electronic devices', 'computer science', 'information systems', 'regression function']","['information technology', 'computers', 'turkey fuzzy set theory deals', 'possible levels', 'information', 'fuzzy linear regression', 'vagueness', 'application', 'pictorial', 'textual', 'auditory', 'telecommunication', 'storage', 'development', 'dissemination', 'design', 'networks', 'installation', 'processing', 'numerical', 'implementation', 'forms', 'combination', 'electronic devices', 'sufficient', 'reliable data', 'furtherance', 'acquisition', 'practical', 'available', 'matters', 'major contribution', 'human thought', 'capability', 'regression function', 'paper', 'turkey', 'independent variables']",0.15789473684210525,0.6666666666666666,0.25531914893617025,9,38,0.4,0.2222222222222222,0.2857142857142857,0.3,0.3333333333333333,0.3157894736842105,0.26666666666666666,0.4444444444444444,0.33333333333333337,0.7582905626505717,0.4301813137178991
"['combustion processes', 'internal combustion engine', 'fuel consumption', 'exhaust toxicity', 'working processes', 'thermal engines', 'steam machines']","['combustion processes', 'control', 'internal combustion engine', 'exhaust toxicity', 'fuel consumption', 'thermal engines', 'power', 'steam machines', 'operation']",0.6666666666666666,0.8571428571428571,0.75,7,9,0.8,0.5714285714285714,0.6666666666666666,0.6666666666666666,0.8571428571428571,0.75,0.6666666666666666,0.8571428571428571,0.75,0.9011178066338841,0.7857142857142858
"['ideal sliding mode', 'convex optimization', 'exact penalty functions']","['ideal sliding mode', 'convex optimization', 'infinite number', 'study', 'characteristics', 'problems', 'case', 'absence', 'switchings', 'continuous convex-programming algorithms', 'exact penalty functions']",0.2727272727272727,1.0,0.42857142857142855,3,11,0.4,0.6666666666666666,0.5,0.2,0.6666666666666666,0.30769230769230765,0.2727272727272727,1.0,0.42857142857142855,0.8962626271568189,0.7575757575757576
"['group processes', 'deindividuation', 'personal identifiability', 'group identity', 'geographically dispersed computer users', 'social identity theory', 'group polarization', 'group cohesion']","['asynchronous computer-mediated group interaction', 'behavior', 'personal identifiability', 'deindividuation', 'social identity perspective', 'members', 'degree', 'perceptions', 'strength', 'computer-supported group discussion', 'association', 'important factors', '2-week period', 'natural computer-mediated contexts', 'concept', 'results', 'computer-mediated communication', 'e-mail discussions', 'article', 'social psychological processes', 'support', 'computer users', 'data', 'higher levels', 'predictions', 'study', 'effects', 'possible explanations', 'discrepancies']",0.06896551724137931,0.25,0.1081081081081081,8,29,0.4,0.25,0.3076923076923077,0.2,0.25,0.22222222222222224,0.13333333333333333,0.25,0.1739130434782609,0.5351540546147531,0.2755952380952381
"['paperless office', 'pervasive clients', 'multiple servers']","['mckesson corporation', 'pervasive computing', 'key managers', 'service', 'paper-based tracking systems', 'avantgo', 'loss', 'major supply chain applications', 'thousands', 'redelivery', 'technologists', 'valuable products', 'mobile infrastructure software', 'costs', 'multiple servers', 'san francisco', 'errors', 'healthcare supplier', 'paperless office', 'solid return', 'mobility middleware', 'idea', 'dream', 'author', 'provider', 'hayward', 'enterprise', 'substance', 'time', 'technology company', 'work', 'investment']",0.0625,0.6666666666666666,0.11428571428571428,3,32,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.3333333333333333,0.1111111111111111,0.31814274696589584,0.08761297182349814
"['social impact', 'market opportunities', 'technological developments']","['internet gambling technology', 'areas', 'development', 'potential concern', 'problem gambling offline', 'addictive', 'article', 'limited research', 'rise', 'gambling practices', 'speculations', 'ideas', 'main social concerns', 'role', 'aims', 'new market opportunities', 'effect', 'social impact', 'large-scale empirical studies']",0.05263157894736842,0.3333333333333333,0.09090909090909091,3,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32254605536818215,0.11375661375661376
"['virtual community', 'identity deception', 'online community', 'information technology professionals', 'psychiatric illness', 'group processes']","['virtual community cases', 'deception', 'reactions', 'actual identity', 'authors', 'case', 'perpetration', 'nowheremom', 'explanations', 'internet', 'psychiatric illness', 'expressions', 'true self', 'deviance', 'study', 'group processes', 'revelation', 'character', 'norm violation', 'information technology professionals', 'media', 'invaluable clues', 'uncommon', 'discussion board', 'love', 'tragic accident']",0.11538461538461539,0.5,0.1875,6,26,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.16666666666666666,0.09523809523809522,0.4142385605510429,0.16443312434691745
"['chlorophyll fluorescence', 'intact leaves', 'plant species', 'calculated photosynthetic parameters', 'spatial resolution']","['chlorophyll fluorescence', 'depth-of-focus imaging', 'photosynthetic function', 'focus', 'leaves', 'individual cells', 'focal plane', 'procedures', 'microscope-based systems', 'intact leaves imaging dynamic changes', 'excellent spatial resolution', 'development', 'leaf topology', 'algorithms', 'localised changes', 'small proportion', 'uneven', 'response', 'robustness', 'report', 'restricted depth', 'map', 'number', 'valuable means', 'different plant species']",0.04,0.2,0.06666666666666667,5,25,0.2,0.2,0.20000000000000004,0.1,0.2,0.13333333333333333,0.06666666666666667,0.2,0.1,0.6199734577901661,0.33793103448275863
"['planarization', 'submicron technologies', 'linear arithmetic polynomials']","['circuits', 'multivalued components linearization', 'linear models', 'planarization', 'nature', 'complexity', 'pivotal', 'representable', 'lineardesignmv algorithm', 'results', 'number', 'submicron technologies', 'algebraic model', 'lgsynth', 'characteristics']",0.13333333333333333,0.6666666666666666,0.2222222222222222,3,15,0.2,0.3333333333333333,0.25,0.1,0.3333333333333333,0.15384615384615383,0.13333333333333333,0.6666666666666666,0.2222222222222222,0.4437336580589589,0.2013888888888889
"['complex technical systems', 'partial uncertainty', 'control system', 'fuzzy mathematical models', 'structural flexibility', 'optimal design']","['complex technical systems', 'flexibility analysis', 'important problem', 'design', 'uncertainty', 'structure', 'internal factors', 'external', 'application', 'fuzzy mathematical models', 'changes', 'initial physical', 'chemical', 'technological data', 'viz', 'capable', 'determination', 'constraints', 'approaches', 'results', 'computation experiment']",0.09523809523809523,0.3333333333333333,0.14814814814814814,6,21,0.2,0.16666666666666666,0.1818181818181818,0.2,0.3333333333333333,0.25,0.13333333333333333,0.3333333333333333,0.19047619047619044,0.6525070856455769,0.36
"['linear interval systems', 'real numbers', 'linear inequalities', 'generalized control problems']","['linear interval systems concerns', 'control problems', 'field', 'real numbers', 'exact information', 'minimal synchronizing sequence', 'linear inequalities', 'synchronizing experiments']",0.25,0.5,0.3333333333333333,4,8,0.2,0.25,0.22222222222222224,0.25,0.5,0.3333333333333333,0.25,0.5,0.3333333333333333,0.5286154657071803,0.33392857142857146
"['trauma', 'questionnaire', 'psychological adjustment', 'data screening', 'sample attrition rates', 'demographic profiles']","['participation', 'online longitudinal survey research', 'samples', 'online', 'questionnaire battery', 'viability', 'study', 'successive time points', 'psychological adjustment', 'data screening', 'adverse life experiences', 'issues', 'internet', 'trauma', 'article', 'repeated measures', 'months', 'similarity', 'demographic profiles', 'possible', 'characteristics', 'second', 'longitudinal aspect', 'results', 'traditional pencil-and-paper trauma surveys']",0.16,0.6666666666666666,0.25806451612903225,6,25,0.0,0.0,0.0,0.2,0.3333333333333333,0.25,0.2,0.5,0.28571428571428575,0.4526192471460996,0.19672793093845725
"['generalized hypercubes', 'commutators']","['double p-ary multirings', 'commutation', 'failure-tolerance', 'property', 'hypercubes', 'arbitrary', 'channels', 'p-1', 'addition', 'p-element permutation', 'conflict-free way', 'p-p rearrangement']",0.0,0.0,0.0,2,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31798276946713805,0.14285714285714285
"['smooth nonlinear control system', 'optimal control switching points']","['optimal control', 'time-optimal control problem', 'ends', 'smooth nonlinear control system', 'properties', 'system', 'existence']",0.14285714285714285,0.5,0.22222222222222224,2,7,0.2,0.5,0.28571428571428575,0.14285714285714285,0.5,0.22222222222222224,0.14285714285714285,0.5,0.22222222222222224,0.4574945261898617,0.25
